code,sub.code,tag,species,x,y,height15b,height16a,height16b,treatment,exclosure,growth.form,note
103,50C,C055,Fraxinus mandschurica,0.53,0.7,NA,5,6,F,0,tree,
103,50C,C056,Tilia amurensis,0,0.94,NA,2,0,F,0,tree,
103,50C,C057,Tilia amurensis,0.13,0.9,NA,2,0,F,0,tree,
103,50C,C058,Tilia amurensis,0.76,1,NA,3,0,F,0,tree,
103,50C,C059,Fraxinus mandschurica,0.96,0.86,NA,4,5.5,F,0,tree,
103,50C,C060,Fraxinus mandschurica,0.24,0.24,NA,5,0,F,0,tree,
103,50C,C061,Euonymus alatus,0.08,0.05,NA,10,10,F,0,shrub,
103,50D,D003,Philadelphus schrenkii,0.7,0.5,65,67,65,F,0,shrub,
103,50D,D005,Acer mono,0.3,0.6,105,115,118,F,0,tree,
103,50D,D006,Philadelphus schrenkii,0.05,0.85,50,55,57,F,0,shrub,
103,50D,D008,Euonymus macropterus,0.2,0.62,10,18,15,F,0,shrub,
103,50D,D009,Euonymus macropterus,0.4,0.71,11,15,13,F,0,shrub,
103,50D,D011,Fraxinus mandschurica,0,0.13,NA,4,4,F,0,tree,
103,50D,D012,Fraxinus mandschurica,0.22,0,NA,5,5,F,0,tree,
103,50D,D013,Fraxinus mandschurica,0.44,0.22,NA,5,5,F,0,tree,
103,50D,D014,Tilia amurensis,0.4,0.38,NA,4,4,F,0,tree,
103,50D,D015,Tilia amurensis,0.43,0.36,NA,5,6,F,0,tree,
103,50D,D016,Tilia amurensis,0.34,0.47,NA,4,4,F,0,tree,
103,50D,D017,Acer mono,0.7,0.15,NA,4,4,F,0,tree,
103,50D,D018,Acer tegmentosum,0.88,0.08,NA,4,4,F,0,tree,
103,50D,D019,Tilia amurensis,1,0.2,NA,4,4,F,0,tree,
103,50D,D020,Tilia amurensis,0.9,0.9,NA,4,4,F,0,tree,
103,50D,D021,Tilia amurensis,0.88,0.94,NA,4,4,F,0,tree,
103,50D,D022,Fraxinus mandschurica,1,0.95,NA,4,3,F,0,tree,
103,50D,D023,Tilia amurensis,0.53,0.66,NA,5,4,F,0,tree,
103,50D,D024,Tilia amurensis,0.38,0.73,NA,6,6,F,0,tree,
103,50D,D025,Tilia amurensis,0.27,0.74,NA,5,7,F,0,tree,
103,50D,D026,Fraxinus mandschurica,0.14,0.83,NA,4,0,F,0,tree,
103,50D,D027,Acer barbinerve ,0.38,0.13,NA,4,0,F,0,shrub,
103,501,1001,Celastrus orbiculatus,0.13,0.15,7,14,14,I,0,shrub,
103,501,1002,Philadelphus schrenkii,0.1,0.45,122,125,133,I,0,shrub,
103,501,1007,Fraxinus mandschurica,0.58,0.48,4,5,4,I,0,tree,
103,501,1008,Fraxinus mandschurica,0.5,0.6,8,0,NA,I,0,tree,
103,501,1012,Acer triflorum,0.85,0.7,7,0,NA,I,0,tree,
103,501,1016,Euonymus verrucosus,0.43,0.6,58,66,68,I,0,shrub,
103,501,1017,Fraxinus mandschurica,0.71,0.23,NA,5,5,I,0,tree,
103,501,1018,Fraxinus mandschurica,1,0.2,NA,3,0,I,0,tree,
103,501,1019,Tilia amurensis,0.87,0.25,NA,4,0,I,0,tree,
103,501,1020,Acer tegmentosum,0.86,0.69,NA,4,4,I,0,tree,
103,501,1021,Tilia amurensis,0.58,0.61,NA,3,2,I,0,tree,
103,501,1022,Tilia amurensis,0.86,0.87,NA,5,5,I,0,tree,
103,501,1023,Tilia amurensis,0.63,1,NA,4,4,I,0,tree,
103,501,1024,Acer tegmentosum,0.45,0.87,NA,5,4,I,0,tree,
103,501,1025,Fraxinus mandschurica,0.35,0.6,NA,4,0,I,0,tree,
103,501,1026,Fraxinus mandschurica,0.26,0.73,NA,4,3,I,0,tree,
103,501,1027,Fraxinus mandschurica,0.44,0.75,NA,5,5,I,0,tree,
103,501,1028,Fraxinus mandschurica,0.06,0.88,NA,4,4,I,0,tree,
103,501,1029,Tilia amurensis,0.3,0.73,NA,4,4,I,0,tree,
103,501,1030,Tilia amurensis,0.22,0.52,NA,3,0,I,0,tree,
103,501,1031,Celastrus orbiculatus,0.22,0.2,NA,17,28,I,0,shrub,
103,501,1032,Tilia amurensis,0.34,1,NA,4,3,I,0,tree,
103,502,2001,Philadelphus schrenkii,0.05,0.05,104,104,112,W,0,shrub,
103,502,2004,Euonymus macropterus,0.7,0.6,11,13,15,W,0,shrub,
103,502,2006,Ribes mandshuricum,0.85,0.4,21,21,20,W,0,shrub,
103,502,2007,Euonymus macropterus,0.95,0.5,7,7,7,W,0,shrub,
103,502,2009,Euonymus macropterus,0.3,0.4,12,10,13,W,0,shrub,
103,502,2012,Ribes mandshuricum,0.95,0.75,51,52,51,W,0,shrub,
103,502,2014,Fraxinus mandschurica,0.5,0,NA,4,4,W,0,tree,
103,502,2015,Fraxinus mandschurica,0.56,0.03,NA,3,4,W,0,tree,
103,502,2016,Fraxinus mandschurica,0.77,0,NA,4,5,W,0,tree,
103,502,2017,Fraxinus mandschurica,0.46,0.09,NA,4,0,W,0,tree,
103,502,2018,Tilia amurensis,0.62,0.08,NA,4,3,W,0,tree,
103,502,2019,Tilia amurensis,0.34,0.36,NA,4,0,W,0,tree,
103,502,2020,Acer tegmentosum,0.83,0.23,NA,3,5,W,0,tree,
103,502,2021,Acer tegmentosum,0.84,0.57,NA,4,5,W,0,tree,
103,502,2022,Fraxinus mandschurica,0.76,0.41,NA,4,4,W,0,tree,
103,502,2023,Tilia amurensis,0.58,0.39,NA,4,4,W,0,tree,
103,502,2024,Tilia amurensis,0.64,0.6,NA,4,5,W,0,tree,
103,502,2025,Fraxinus mandschurica,0.38,0.7,NA,4,4,W,0,tree,
103,502,2026,Fraxinus mandschurica,0.17,0.5,NA,5,6,W,0,tree,
103,502,2027,Acer tegmentosum,0.43,0.45,NA,3,4,W,0,tree,
103,502,2028,Fraxinus mandschurica,0.04,0.9,NA,4,5,W,0,tree,
103,502,2029,Fraxinus mandschurica,0.11,0.98,NA,4,3,W,0,tree,
103,502,2030,Euonymus macropterus,0.5,0.2,NA,NA,22,W,0,shrub,
103,502,2031,Euonymus macropterus,0.65,0.5,NA,NA,12,W,0,shrub,
103,502,2032,Euonymus macropterus,0.2,0.85,NA,NA,12,W,0,shrub,
103,503,3003,Actinidia kolomikta,0,0.1,8,9,10,C,0,shrub,
103,503,3004,Actinidia kolomikta,0.3,0.12,22,30,32.5,C,0,shrub,
103,503,3006,Fraxinus mandschurica,0.34,0.36,NA,6,7.5,C,0,tree,
103,503,3007,Fraxinus mandschurica,0.32,0.33,NA,5,0,C,0,tree,
103,503,3008,Fraxinus mandschurica,0.58,0.3,NA,5,6,C,0,tree,
103,503,3009,Fraxinus mandschurica,0.61,0.29,NA,4,4.5,C,0,tree,
103,503,3010,Fraxinus mandschurica,0.67,0.17,NA,6,7,C,0,tree,
103,503,3011,Fraxinus mandschurica,0.8,0.12,NA,4,5,C,0,tree,
103,503,3012,Fraxinus mandschurica,0.92,0.07,NA,4,6,C,0,tree,
103,503,3013,Tilia amurensis,0.43,0.06,NA,5,0,C,0,tree,
103,503,3014,Acer tegmentosum,0.82,0.38,NA,3,0,C,0,tree,
103,503,3015,Acer tegmentosum,0.93,0.69,NA,3,6,C,0,tree,
103,503,3005,Maackia amurensis,0.87,0.8,NA,6,7.5,C,0,tree,
103,503,3016,Fraxinus mandschurica,0.6,0.47,NA,6,7,C,0,tree,
103,503,3017,Fraxinus mandschurica,0.53,0.51,NA,4,6,C,0,tree,
103,503,3018,Fraxinus mandschurica,0.5,0.46,NA,5,6,C,0,tree,
103,503,3019,Fraxinus mandschurica,0.42,0.48,NA,5,0,C,0,tree,
103,503,3020,Tilia amurensis,0.5,0.55,NA,6,6.5,C,0,tree,
103,503,3021,Tilia amurensis,0.5,0.55,NA,6,0,C,0,tree,
103,503,3022,Tilia amurensis,0.32,0.56,NA,4,5.5,C,0,tree,
103,503,3023,Fraxinus mandschurica,0.37,0.51,NA,5,7,C,0,tree,
103,503,3024,Fraxinus mandschurica,0.03,0.81,NA,4,7,C,0,tree,
103,503,3025,Tilia amurensis,0.41,1,NA,6,7.5,C,0,tree,
103,504,4012,Fraxinus mandschurica,0.05,0.11,NA,5,5.5,S,0,tree,
103,504,4013,Fraxinus mandschurica,0.55,0,NA,4,5.5,S,0,tree,
103,504,4014,Fraxinus mandschurica,0.78,0,NA,4,6.5,S,0,tree,
103,504,4015,Acer tegmentosum,0.1,0.29,NA,2,0,S,0,tree,
103,504,4016,Acer tegmentosum,0.31,0.1,NA,3,4.5,S,0,tree,
103,504,4017,Fraxinus mandschurica,0.4,0.3,NA,4,6.5,S,0,tree,
103,504,4018,Fraxinus mandschurica,0.75,0.39,NA,4,8,S,0,tree,
103,504,4019,Fraxinus mandschurica,0.74,0.47,NA,3,6.5,S,0,tree,
103,504,4020,Fraxinus mandschurica,0.66,0.59,NA,4,5.5,S,0,tree,
103,504,4021,Fraxinus mandschurica,0.61,0.7,NA,4,6,S,0,tree,
103,504,4022,Tilia amurensis,0.77,0.85,NA,4,5.5,S,0,tree,
103,504,4023,Fraxinus mandschurica,0.1,0.83,NA,4,6.5,S,0,tree,
103,504,4024,Fraxinus mandschurica,0.18,0.72,NA,5,6,S,0,tree,
103,504,4025,Fraxinus mandschurica,0.03,0.58,NA,5,6.5,S,0,tree,
103,505,5001,Acer triflorum,0.05,0.7,10,0,NA,I,0,tree,
103,505,5002,Syringa reticulata,0.15,0.72,25,25,26.5,I,0,shrub,
103,505,5004,Fraxinus mandschurica,0.2,0.87,9,13,12.5,I,0,tree,
103,505,5006,Acanthopanax senticosus,0.13,0.35,7,5,7,I,0,shrub,
103,505,5008,Euonymus macropterus,0.52,0,6,7,11.5,I,0,shrub,
103,505,5009,Euonymus macropterus,0.65,0.25,18,24,26.5,I,0,shrub,
103,505,5014,Fraxinus mandschurica,1,0.54,6,0,NA,I,0,tree,
103,505,5015,Acer barbinerve ,0.55,0.9,10,0,NA,I,0,shrub,
103,505,5017,Fraxinus mandschurica,0.05,0.85,4,0,NA,I,0,tree,
103,505,5018,Fraxinus mandschurica,0.42,0.1,NA,5,5.5,I,0,tree,
103,505,5019,Tilia amurensis,0.42,0.1,NA,5,0,I,0,tree,
103,505,5020,Tilia amurensis,0.9,0.23,NA,4,0,I,0,tree,
103,505,5021,Tilia amurensis,0.72,0.26,NA,4,6,I,0,tree,
103,505,5022,Tilia amurensis,0.95,0.68,NA,6,0,I,0,tree,
103,505,5023,Acer barbinerve ,0.75,0.58,NA,7,7,I,0,shrub,
103,505,5024,Fraxinus mandschurica,0.78,0.88,NA,3,0,I,0,tree,
103,505,5025,Tilia amurensis,0.46,0.44,NA,5,6,I,0,tree,
103,505,5026,Tilia amurensis,0,0.49,NA,4,5.5,I,0,tree,
103,505,5027,Tilia amurensis,0.04,0.63,NA,5,8.5,I,0,tree,
103,505,5028,Tilia amurensis,0,0.65,NA,3,5.5,I,0,tree,
103,505,5029,Fraxinus mandschurica,0.26,0.4,NA,4,5,I,0,tree,
103,505,5030,Fraxinus mandschurica,0.4,0.6,NA,4,0,I,0,tree,
103,505,5031,Tilia amurensis,0.15,0.88,NA,4,4.5,I,0,tree,
103,505,5032,Tilia amurensis,0.03,0.97,NA,4,6.5,I,0,tree,
103,505,5033,Spiraea chamaedryfolia,0.7,0.56,NA,15,17,I,0,shrub,
103,505,5034,Quercus mongolica,0.3,0.2,NA,NA,17,I,0,tree,
103,505,5035,Fraxinus mandschurica,0.1,0.09,NA,NA,12,I,0,tree,>3 y
103,506,6001,Tilia amurensis,0.38,0.17,10,10,10,W,0,tree,
103,506,6002,Fraxinus mandschurica,0.51,0,9,9,8.5,W,0,tree,
103,506,6003,Fraxinus mandschurica,0.55,0.25,8,12,14.5,W,0,tree,
103,506,6004,Fraxinus mandschurica,0.5,0.41,7,11,11.5,W,0,tree,
103,506,6005,Fraxinus mandschurica,0.12,0.13,9,0,NA,W,0,tree,
103,506,6006,Fraxinus mandschurica,0.12,0.11,9,9,8.5,W,0,tree,
103,506,6008,Actinidia kolomikta,0.57,0.2,22,28,27.5,W,0,shrub,
103,506,6009,Euonymus macropterus,0.45,0.33,14,19,17.5,W,0,shrub,
103,506,6010,Euonymus macropterus,0.95,0.33,7,0,NA,W,0,shrub,
103,506,6011,Euonymus alatus,0.75,0.5,10,8,8.5,W,0,shrub,
103,506,6012,Fraxinus mandschurica,0.8,0.77,12,16,16,W,0,tree,
103,506,6013,Spiraea chamaedryfolia,0.66,0.8,36,44,43.5,W,0,shrub,
103,506,6014,Fraxinus mandschurica,0.95,0.88,9,10,11.5,W,0,tree,
103,506,6015,Euonymus macropterus,0.4,0.9,6,8,8.5,W,0,shrub,
103,506,6016,Fraxinus mandschurica,0.06,0.51,7,12,11.5,W,0,tree,
103,506,6017,Spiraea chamaedryfolia,0.3,0,28,30,31,W,0,shrub,
103,506,6018,Euonymus macropterus,0.35,0.16,24,26,27.5,W,0,shrub,
103,506,6019,Euonymus macropterus,0.75,0.22,17,24,23.5,W,0,shrub,
103,506,6021,Spiraea chamaedryfolia,0.47,0.95,68,84,83.5,W,0,shrub,
103,506,6022,Tilia amurensis,0.58,0,NA,4,5,W,0,tree,
103,506,6023,Tilia amurensis,0.58,0.03,NA,5,7,W,0,tree,
103,506,6024,Tilia amurensis,0.58,0.06,NA,4,5.5,W,0,tree,
103,506,6025,Fraxinus mandschurica,1,0,NA,5,7,W,0,tree,
103,506,6026,Acer barbinerve ,0.67,0.37,NA,4,5,W,0,shrub,
103,506,6027,Acer tegmentosum,0.56,0.4,NA,5,6,W,0,tree,
103,506,6028,Fraxinus mandschurica,0.43,0.43,NA,5,0,W,0,tree,
103,506,6029,Fraxinus mandschurica,0.24,0.27,NA,5,5,W,0,tree,
103,506,6030,Fraxinus mandschurica,0.9,0.54,NA,4,7,W,0,tree,
103,506,6031,Tilia amurensis,0.83,0.6,NA,5,7.5,W,0,tree,
103,506,6032,Tilia amurensis,0.86,0.88,NA,5,0,W,0,tree,
103,506,6033,Fraxinus mandschurica,0.58,0.81,NA,4,5.5,W,0,tree,
103,506,6034,Fraxinus mandschurica,0.5,0.89,NA,4,6.5,W,0,tree,
103,506,6035,Fraxinus mandschurica,0.26,0.93,NA,4,7,W,0,tree,
103,506,6036,Tilia amurensis,0.16,0.88,NA,3,3.5,W,0,tree,
103,506,6037,Acer barbinerve ,0.03,0.85,NA,4,6.5,W,0,shrub,
103,506,6038,Acer mono,0.22,0.73,NA,5,6,W,0,tree,
103,506,6039,Tilia amurensis,0.13,0.21,NA,6,0,W,0,tree,
103,506,6040,Acer barbinerve ,0.66,0.15,NA,4,5.5,W,0,shrub,
103,506,6041,Acer mono,0.48,0.63,NA,4,5.5,W,0,tree,
103,506,6042,Fraxinus mandschurica,0.56,0.4,NA,3,0,W,0,tree,
104,101,1001,Pinus koraiensis,0.9,0.2,11,0,NA,W,1,tree,
104,101,1002,Acer barbinerve ,0.36,1,21,32,31,W,1,shrub,
104,101,1005,Fraxinus mandschurica,0.3,1,5,3,0,W,1,tree,
104,101,1009,Fraxinus mandschurica,0.7,0.2,4.5,0,NA,W,1,tree,
104,101,1012,Fraxinus mandschurica,0.11,0.27,NA,4,4,W,1,tree,
104,101,1013,Fraxinus mandschurica,0.69,0.17,NA,8,8,W,1,tree,
104,101,1014,Tilia amurensis,0.7,0.24,NA,5,5,W,1,tree,
104,101,1015,Tilia amurensis,0.92,0.47,NA,4,5.5,W,1,tree,
104,101,1016,Tilia amurensis,0.8,0.47,NA,4,7,W,1,tree,
104,101,1017,Tilia amurensis,0.8,0.4,NA,4,5,W,1,tree,
104,101,1018,Fraxinus mandschurica,0.5,0.84,NA,5,6,W,1,tree,
104,101,1019,Tilia amurensis,0.42,0.65,NA,6,6,W,1,tree,
104,101,1020,Tilia amurensis,0.14,0.52,NA,3,0,W,1,tree,
104,101,1021,Fraxinus mandschurica,0.51,0,NA,4,6,W,1,tree,
104,101,1022,Pinus koraiensis,0.8,0.6,NA,4,8.5,W,1,tree,
104,102,2001,Acer mono,1,0.28,26,36,35,C,1,tree,
104,102,2006,Euonymus alatus,0.25,0.1,39,42,41,C,1,shrub,
104,102,2007,Deutzia glabrata,0.25,0.2,9,8,10,C,1,shrub,
104,102,2008,Fraxinus mandschurica,0.7,0.26,6,7,7,C,1,tree,
104,102,2011,Fraxinus mandschurica,0.75,0.5,4,0,NA,C,1,tree,
104,102,2012,Fraxinus mandschurica,0.74,0.5,NA,5,7,C,1,tree,
104,102,2013,Tilia amurensis,0.66,0.55,NA,5,5,C,1,tree,
104,102,2014,Tilia amurensis,0.76,0.59,NA,4,4,C,1,tree,
104,102,2015,Fraxinus mandschurica,0.22,0.57,NA,4,5,C,1,tree,
104,102,2016,Fraxinus mandschurica,0.16,0.63,NA,5,5,C,1,tree,
104,102,2017,Fraxinus mandschurica,0.32,0.68,NA,5,5,C,1,tree,
104,102,2018,Fraxinus mandschurica,0.34,0.7,NA,6,7,C,1,tree,
104,102,2019,Fraxinus mandschurica,0.48,0.65,NA,5,5.5,C,1,tree,
104,102,2020,Fraxinus mandschurica,0.07,0.88,NA,5,5.5,C,1,tree,
104,102,2021,Fraxinus mandschurica,0.95,0,NA,7,7,C,1,tree,
104,102,2022,Tilia amurensis,0.32,0.6,NA,3,5.5,C,1,tree,
104,102,2023,Tilia amurensis,0.32,0.78,NA,4,6,C,1,tree,
104,102,2024,Fraxinus mandschurica,0.61,0.76,NA,5,6,C,1,tree,
104,102,2025,Fraxinus mandschurica,0.6,0.85,NA,5,6,C,1,tree,
104,102,2026,Fraxinus mandschurica,0.7,0.89,NA,4,6,C,1,tree,
104,102,2027,Tilia amurensis,1,0.2,NA,5,0,C,1,tree,
104,103,3002,Philadelphus schrenkii,0,0.64,36,42,46,I,1,shrub,
104,103,3004,Euonymus macropterus,1,0.24,6,10,12,I,1,shrub,
104,103,3005,Euonymus alatus,1,0.28,7.5,11,10,I,1,shrub,
104,103,3008,Fraxinus mandschurica,0.7,0.75,5,0,NA,I,1,tree,
104,103,3009,Fraxinus mandschurica,0.26,0,NA,4,4,I,1,tree,
104,103,3010,Tilia amurensis,0.26,0,NA,2,0,I,1,tree,
104,103,3011,Tilia amurensis,0.67,0.15,NA,5,4,I,1,tree,
104,103,3012,Tilia amurensis,0.95,0.09,NA,5,4.5,I,1,tree,
104,103,3013,Fraxinus mandschurica,0.72,0.48,NA,4,4.5,I,1,tree,
104,103,3014,Fraxinus mandschurica,0.75,0.48,NA,4,5.5,I,1,tree,
104,103,3015,Fraxinus mandschurica,0.4,0.4,NA,4,3.5,I,1,tree,
104,103,3016,Fraxinus mandschurica,0.35,0.5,NA,6,5,I,1,tree,
104,103,3017,Fraxinus mandschurica,0.2,0.53,NA,6,4.5,I,1,tree,
104,103,3018,Fraxinus mandschurica,0.16,0.57,NA,4,4,I,1,tree,
104,103,3019,Tilia amurensis,0.22,0.58,NA,4,4.5,I,1,tree,
104,103,3020,Fraxinus mandschurica,0.09,0.88,NA,4,4,I,1,tree,
104,103,3021,Fraxinus mandschurica,0.13,0.92,NA,5,5.5,I,1,tree,
104,103,3022,Fraxinus mandschurica,0.25,0.91,NA,5,0,I,1,tree,
104,103,3023,Fraxinus mandschurica,0.26,0.72,NA,5,4,I,1,tree,
104,103,3024,Fraxinus mandschurica,0.25,0.75,NA,3,3.5,I,1,tree,
104,103,3025,Fraxinus mandschurica,0.36,0.75,NA,5,5.5,I,1,tree,
104,103,3026,Tilia amurensis,0.37,0.83,NA,4,5,I,1,tree,
104,103,3027,Fraxinus mandschurica,0.47,0.67,NA,5,4,I,1,tree,
104,103,3028,Fraxinus mandschurica,0.47,0.67,NA,4,4,I,1,tree,
104,103,3029,Fraxinus mandschurica,0.51,0.63,NA,4,4.5,I,1,tree,
104,103,3030,Fraxinus mandschurica,0.53,0.63,NA,5,5,I,1,tree,
104,103,3031,Fraxinus mandschurica,0.61,0.95,NA,4,6,I,1,tree,
104,103,3032,Fraxinus mandschurica,0.81,0.82,NA,5,6,I,1,tree,
104,103,3033,Fraxinus mandschurica,0.8,0.66,NA,5,5.5,I,1,tree,
104,103,3034,Tilia amurensis,0.64,0.74,NA,3,3.5,I,1,tree,
104,103,3035,Tilia amurensis,0.91,0.91,NA,5,5.5,I,1,tree,
104,103,3036,Tilia amurensis,0.93,0.91,NA,5,0,I,1,tree,
104,103,3037,Fraxinus mandschurica,0.35,0.55,NA,4,4,I,1,tree,
104,103,3038,Acer barbinerve ,0.94,0.7,NA,4,4,I,1,shrub,
104,103,3039,Tilia amurensis,0.24,1,NA,3,0,I,1,tree,
104,103,3040,Tilia amurensis,0.69,0.36,NA,2,0,I,1,tree,
104,103,3041,Euonymus macropterus,0.41,0.97,NA,16,16,I,1,shrub,
104,104,4001,Acer tegmentosum,0.37,0.17,15,43,43,C,1,tree,
104,104,4002,Euonymus alatus,0.4,0.47,11,19,19,C,1,shrub,
104,104,4003,Euonymus alatus,0.58,0.6,10,20,24,C,1,shrub,
104,104,4004,Deutzia glabrata,0.65,0.66,35,20,20,C,1,shrub,
104,104,4005,Philadelphus schrenkii,0.75,0.6,51,63,58,C,1,shrub,
104,104,4006,Philadelphus schrenkii,0,0.75,35,46,50,C,1,shrub,
104,104,4008,Fraxinus mandschurica,0.02,0.12,4,0,NA,C,1,tree,
104,104,4012,Tilia amurensis,0.62,0.05,NA,4,5,C,1,tree,
104,104,4013,Fraxinus mandschurica,0.72,0.15,NA,5,5,C,1,tree,
104,104,4014,Fraxinus mandschurica,0.72,0.15,NA,5,4.5,C,1,tree,
104,104,4016,Tilia amurensis,0.82,0.3,NA,7,0,C,1,tree,
104,104,4017,Tilia amurensis,0.69,0.28,NA,6,0,C,1,tree,
104,104,4015,Fraxinus mandschurica,0.86,0.18,NA,5,5,C,1,tree,
104,104,4018,Tilia amurensis,0.69,0.4,NA,4,0,C,1,tree,
104,104,4019,Fraxinus mandschurica,0.95,0.39,NA,5,6,C,1,tree,
104,104,4020,Acer mandshuricum,0.52,0.37,NA,6,6,C,1,tree,
104,104,4021,Fraxinus mandschurica,0.54,0.23,NA,5,5.5,C,1,tree,
104,104,4022,Fraxinus mandschurica,0.8,0.44,NA,5,0,C,1,tree,
104,104,4023,Fraxinus mandschurica,0.94,0.7,NA,4,4.5,C,1,tree,
104,104,4024,Tilia amurensis,0.78,0.83,NA,4,0,C,1,tree,
104,104,4025,Tilia amurensis,0.8,0.98,NA,5,5.5,C,1,tree,
104,104,4026,Fraxinus mandschurica,0.46,0.7,NA,5,5,C,1,tree,
104,104,4027,Fraxinus mandschurica,0.2,0.76,NA,4,4.5,C,1,tree,
104,104,4028,Fraxinus mandschurica,0.26,0.81,NA,4,5,C,1,tree,
104,104,4029,Fraxinus mandschurica,0.18,0.83,NA,3,3.5,C,1,tree,
104,104,4030,Fraxinus mandschurica,0.47,0.45,NA,4,0,C,1,tree,
104,104,4031,Fraxinus mandschurica,0.95,0.8,NA,NA,1,C,1,tree,
104,105,5001,Deutzia glabrata,0.9,0.05,101,106,106.5,F,1,shrub,
104,105,5003,Fraxinus mandschurica,0.1,0.11,3,0,NA,F,1,tree,
104,105,5004,Fraxinus mandschurica,0.05,0.14,4,4,3.5,F,1,tree,
104,105,5011,Fraxinus mandschurica,0.52,0.8,4,0,NA,F,1,tree,
104,105,5012,Fraxinus mandschurica,0.5,0.62,4,0,NA,F,1,tree,
104,105,5015,Philadelphus schrenkii,0.95,0.55,91,100,101,F,1,shrub,
104,105,5016,Tilia amurensis,0.04,0.21,NA,4,4,F,1,tree,
104,105,5017,Tilia amurensis,0.21,0.13,NA,4,4,F,1,tree,
104,105,5018,Tilia amurensis,0.21,0.13,NA,4,5,F,1,tree,
104,105,5019,Tilia amurensis,0.57,0,NA,4,3.5,F,1,tree,
104,105,5020,Tilia amurensis,0.46,0.3,NA,4,4,F,1,tree,
104,105,5021,Tilia amurensis,0.53,0.34,NA,5,5,F,1,tree,
104,105,5022,Tilia amurensis,0.82,0.16,NA,4,4,F,1,tree,
104,105,5023,Tilia amurensis,0.82,0.22,NA,4,0,F,1,tree,
104,105,5024,Tilia amurensis,0.18,0.3,NA,3,0,F,1,tree,
104,105,5025,Fraxinus mandschurica,0.53,0.07,NA,4,4,F,1,tree,
104,105,5026,Fraxinus mandschurica,0.8,0.1,NA,5,6,F,1,tree,
104,105,5027,Fraxinus mandschurica,0.48,0.3,NA,5,5,F,1,tree,
104,105,5028,Fraxinus mandschurica,0.49,0.35,NA,5,6,F,1,tree,
104,105,5029,Fraxinus mandschurica,0.49,0.35,NA,3,0,F,1,tree,
104,105,5030,Tilia amurensis,0.3,0.3,NA,2,0,F,1,tree,
104,105,5031,Tilia amurensis,0.07,0.46,NA,4,4,F,1,tree,
104,105,5032,Fraxinus mandschurica,0.25,0.47,NA,5,6,F,1,tree,
104,105,5033,Fraxinus mandschurica,1,0.3,NA,4,4,F,1,tree,
104,105,5034,Fraxinus mandschurica,0.22,0.72,NA,5,6,F,1,tree,
104,105,5035,Fraxinus mandschurica,0.26,0.86,NA,5,5.5,F,1,tree,
104,105,5036,Fraxinus mandschurica,0.73,0.85,NA,5,6,F,1,tree,
104,105,5037,Acer mono,0.3,0.52,NA,4,4,F,1,tree,
104,105,5038,Tilia amurensis,0.61,0.64,NA,3,4,F,1,tree,
104,106,6001,Euonymus verrucosus,0,0.62,49,15,17,I,1,shrub,
104,106,6002,Ribes maximowiczianum,0.73,0.32,46,0,NA,I,1,shrub,
104,106,6004,Fraxinus mandschurica,0.54,0.13,5,6,6,I,1,tree,
104,106,6005,Fraxinus mandschurica,0.53,0.42,5,0,NA,I,1,tree,
104,106,6007,Tilia amurensis,0.13,0.29,NA,3,4,I,1,tree,
104,106,6008,Tilia amurensis,0.17,0.01,NA,4,4,I,1,tree,
104,106,6009,Fraxinus mandschurica,0.3,0.2,NA,4,4,I,1,tree,
104,106,6010,Fraxinus mandschurica,0.7,0.3,NA,4,4,I,1,tree,
104,106,6011,Fraxinus mandschurica,0.48,0.55,NA,3,0,I,1,tree,
104,106,6012,Fraxinus mandschurica,0.67,0.54,NA,4,5,I,1,tree,
104,106,6013,Tilia amurensis,0.78,0.5,NA,4,0,I,1,tree,
104,106,6014,Fraxinus mandschurica,0.07,0.65,NA,4,4,I,1,tree,
104,107,7001,Fraxinus mandschurica,0,0.3,12,8,7.6,F,1,tree,
104,107,7003,Euonymus macropterus,0.15,0.25,14,6,9,F,1,shrub,
104,107,7004,Euonymus alatus,0.3,0.4,13,9,19,F,1,shrub,
104,107,7005,Euonymus macropterus,0.2,0.85,16,10,9,F,1,shrub,
104,107,7007,Corylus mandshurica,0.85,0.6,43,18,20,F,1,shrub,sprout
104,107,7008,Euonymus alatus,0.82,0.16,9,19,20,F,1,shrub,
104,107,7009,Euonymus alatus,0.92,0.6,NA,15,13,F,1,shrub,
104,107,7010,Fraxinus mandschurica,0.23,0,NA,4,4,F,1,tree,
104,107,7011,Fraxinus mandschurica,0.24,0.1,NA,4,5,F,1,tree,
104,107,7012,Fraxinus mandschurica,0.24,0.1,NA,3,0,F,1,tree,
104,107,7013,Tilia amurensis,0.18,0.54,NA,2,3,F,1,tree,
104,107,7014,Fraxinus mandschurica,0.43,0.54,NA,5,6,F,1,tree,
104,107,7015,Fraxinus mandschurica,0.18,0.64,NA,5,6,F,1,tree,
104,107,7016,Tilia amurensis,0.53,0.88,NA,3,0,F,1,tree,
104,107,7017,Fraxinus mandschurica,0.05,0.9,NA,5,4.5,F,1,tree,
104,107,7018,Fraxinus mandschurica,0.73,0.88,NA,4,4.5,F,1,tree,
104,107,7019,Tilia amurensis,0.17,1,NA,4,4,F,1,tree,
104,107,7020,Tilia amurensis,0.38,0.86,NA,4,0,F,1,tree,
104,107,7021,Fraxinus mandschurica,0.56,0.4,NA,4,3.5,F,1,tree,
